Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
8.96218E+17,11/08/2017,3:54:00 AM,Eastern Standard Time,amazon,@knitsims27 Spoon! <Emoji: Spoon><Emoji: Spider>,0,0,1,
8.96214E+17,11/08/2017,3:36:52 AM,Eastern Standard Time,amazon,@pikeyholdredge Our suggestion: One tuna treat per star! <Emoji: Grinning cat face with smiling eyes><Emoji: Fish>,0,0,1,
8.96214E+17,11/08/2017,3:36:26 AM,Eastern Standard Time,amazon,"@natalieerook We think you're amazing! In fact, what's something amazing about yourself?",0,0,0,
8.96212E+17,11/08/2017,3:31:00 AM,Eastern Standard Time,amazon,@Mama_Asp Yum! Do you like to eat them frozen or thawed?,1,0,0,
8.9621E+17,11/08/2017,3:23:01 AM,Eastern Standard Time,amazon,@rockdrigofm Pics or it didn't happen! <Emoji: Camera with flash><Emoji: Camera with flash>,1,0,0,
8.96208E+17,11/08/2017,3:13:26 AM,Eastern Standard Time,amazon,@amandalandrian Bigger plates = More food!  Sure you can handle it?,1,0,3,
8.96208E+17,11/08/2017,3:12:31 AM,Eastern Standard Time,amazon,"@Roie100 Happy birthday, Roie! What's the best advice you can pass down? <Emoji: Party popper><Emoji: Birthday cake>",1,1,5,
8.96204E+17,11/08/2017,2:57:45 AM,Eastern Standard Time,amazon,@RebeccaOakley16 We love hearing this! Have you had a chance to use any of the other benefits yet? Check this out:  http://amzn.to/2vZ1DFL ,0,0,0,
8.96176E+17,11/08/2017,1:04:33 AM,Eastern Standard Time,amazon,@mxks_ What's your favorite show so far?,1,0,2,
8.96168E+17,11/08/2017,12:35:06 AM,Eastern Standard Time,amazon,@aprilicus The feeling when you receive the delivery confirmation text: pic.twitter.com/sPmE9Ua9Fu,1,2,2,
8.96168E+17,11/08/2017,12:34:00 AM,Eastern Standard Time,amazon,"@charxelizabeth Turns out, you can make a brain! Check this out: http://amzn.to/2vrahfy ",0,1,1,
8.96159E+17,11/08/2017,12:00:00 AM,Eastern Standard Time,amazon,"@rockdrigofm We love you too! We hope you're able to help this box out, being a fort was it's one true wish!",1,0,2,
8.96152E+17,11/08/2017,11:31:15 PM,Eastern Standard Time,amazon,1. Google what CEOs do. 2. Become CEO. 3. Profit. That's one way to do it. Become an entrepreneur on Amazon:  http://amzn.to/stories  pic.twitter.com/OWkVr3gQ5t,17,30,97,
8.9615E+17,11/08/2017,11:24:33 PM,Eastern Standard Time,amazon,@Wendy_knows Our love is always just an arm's length away. We have the best customers! <Emoji: Hugging face>,0,0,1,
8.96144E+17,11/08/2017,11:00:00 PM,Eastern Standard Time,amazon,No worries! There's more excitement to come! <Emoji: Smiling face with smiling eyes>,0,0,3,
8.96144E+17,11/08/2017,11:00:00 PM,Eastern Standard Time,amazon,@thebookishcrypt Both!,1,0,1,
8.96133E+17,11/08/2017,10:15:00 PM,Eastern Standard Time,amazon,@keith88freeman We hope to see you strumming your new guitar on stage soon!,0,0,0,
8.96132E+17,11/08/2017,10:11:26 PM,Eastern Standard Time,amazon,We'd like to help make his stay a bit more entertaining. Please provide your details & address here:  http://amzn.to/2uy8lPH ,1,0,3,
8.96132E+17,11/08/2017,10:10:16 PM,Eastern Standard Time,amazon,"@thebookishcrypt That's seriously an impressive library! If you had to pick 1, which is hands down your favorite book from your collection?",1,2,1,
8.96117E+17,11/08/2017,9:13:28 PM,Eastern Standard Time,amazon,@Wendy_knows We <Emoji: Heavy red heart> you too! While collectively Amazon isn't specifically a man. This may be what you're looking for: http://amzn.to/2uyidZC ,1,0,1,
8.96115E+17,11/08/2017,9:04:35 PM,Eastern Standard Time,amazon,"@kgenevieve98 I mean, we're not wrong, right? <Emoji: Face with tears of joy><Emoji: Smiling face with smiling eyes><Emoji: Smiling face>",0,0,1,
8.96114E+17,11/08/2017,9:00:14 PM,Eastern Standard Time,amazon,"Tenno! Don't forget to grab your Frost Prime Warframe in @PlayWarframe, free with Twitch Prime!  http://amzn.to/2vTy8Fq  pic.twitter.com/J2rFNkEP15",11,9,29,
8.96088E+17,11/08/2017,7:17:00 PM,Eastern Standard Time,amazon,@joanne_leakey That'll keep you busy for a while! Which one are you looking forward to most?,0,0,0,
8.96082E+17,11/08/2017,6:52:30 PM,Eastern Standard Time,amazon,"@KentuckyJAM ""It's morphin' time.""",0,1,1,
8.96072E+17,11/08/2017,6:11:29 PM,Eastern Standard Time,amazon,It looks like he has all his Amazon bases covered. Has he found anything good to watch or read yet?,1,0,2,
8.96054E+17,11/08/2017,5:00:21 PM,Eastern Standard Time,amazon,"Twitch Prime loot is headed to @BlizzHeroes ! Get ready for free Legendary Loot, coming next week!  http://amzn.to/2vTKyNG  pic.twitter.com/7wkzmSY0vR",6,14,38,
8.96039E+17,11/08/2017,4:00:02 PM,Eastern Standard Time,amazon,"Smart Life Roadshow heads to @LegacyPlace in Dedham MA on 8/12, 9a-10p! Save on #smarthome products at #AmazonBooks.  http://amazon.com/SmartLifeRoadShow … pic.twitter.com/Un0GirylTh",5,11,20,"#smarthome,#AmazonBooks"
8.96008E+17,11/08/2017,2:00:37 PM,Eastern Standard Time,amazon,"Swannies is golf wear for anywhere, because after all, golf should be fun.  http://amzn.to/2vTvd0a  pic.twitter.com/C3eBn5bxCf",7,41,78,
8.95839E+17,10/08/2017,2:45:39 AM,Eastern Standard Time,amazon,"@c_heff You may want to sit down for this, but you can also have recurring orders of said peanut butter:  http://amzn.to/2uubVOy ",0,0,2,
8.95811E+17,10/08/2017,12:55:26 AM,Eastern Standard Time,amazon,@Glysian Maybe we can help keep these beautiful fur-babies away from your food. Click here:  http://amzn.to/2uvgft8 ,1,0,0,
8.95807E+17,10/08/2017,12:39:01 AM,Eastern Standard Time,amazon,@_karloj You know exactly what to say to make us smile! pic.twitter.com/XGAc4YYpbo,0,5,2,
8.95804E+17,10/08/2017,12:28:00 AM,Eastern Standard Time,amazon,@funnymatt Passing on this loot would've definitely been a rare mis-steak. <Emoji: Winking face><Emoji: Face savouring delicious food>,0,0,0,
8.95803E+17,10/08/2017,12:25:41 AM,Eastern Standard Time,amazon,"@JenniferxLynnn When we're struggling, sometimes we visit this page for inspiration. Then something goes right!<Emoji: Grinning face with smiling eyes>",0,0,2,
8.95803E+17,10/08/2017,12:24:31 AM,Eastern Standard Time,amazon,"@Glysian Is this like Smeagol and the Ring or Frodo and Bilbo?! <Emoji: Grinning face with smiling eyes> All joking aside, these two are adorable!",1,5,2,
8.95793E+17,10/08/2017,11:45:00 PM,Eastern Standard Time,amazon,@Reberts Caution: Corrin has a tendency to turn hands and feet into lance like appendages.,1,0,1,
8.95791E+17,10/08/2017,11:38:00 PM,Eastern Standard Time,amazon,"@Glysian Poor baby! There is no more purr-fect place to sit. Other than not allowing people to pass, what are Gandlaf's favorite activities?",1,0,0,
8.95791E+17,10/08/2017,11:36:01 PM,Eastern Standard Time,amazon,@PRpro12 Hopefully this cutie is the one doing deliveries today! <Emoji: Grinning face with smiling eyes> pic.twitter.com/87IHSqv7J8,1,0,0,
8.95786E+17,10/08/2017,11:14:51 PM,Eastern Standard Time,amazon,@SethGFP Flawless victory! <Emoji: Cat face><Emoji: Bust in silhouette><Emoji: Scorpion> We hope you enjoy the manga and new game!,0,0,1,
8.95785E+17,10/08/2017,11:11:26 PM,Eastern Standard Time,amazon,"@CUTEST_ANlMALS ""There is so much room in this box, hooman! You've done well today."" <Emoji: Cat face>",0,0,9,
8.95761E+17,10/08/2017,9:39:14 PM,Eastern Standard Time,amazon,Good news! We've extended the @TwitchPrime Golden Loot Box offer for @PlayOverwatch through Aug 20! Get yours now!  http://amzn.to/2vTGKM4  pic.twitter.com/v0dstDHx1a,17,18,41,
8.95713E+17,10/08/2017,6:25:38 PM,Eastern Standard Time,amazon,@adventurejunkie It is our pleasure! Cheers! <Emoji: Glass of milk><Emoji: Glass of milk>,0,0,0,
8.95712E+17,10/08/2017,6:24:00 PM,Eastern Standard Time,amazon,@johnsoto Steak-tacular! Hope it meats your expectations. <Emoji: Drooling face><Emoji: Face savouring delicious food>,0,0,1,
8.95695E+17,10/08/2017,5:14:01 PM,Eastern Standard Time,amazon,"@rob_pearson86 Over the hills and far away, Po and Amazon come to play. <Emoji: Smiling face with smiling eyes>",1,1,24,
8.95691E+17,10/08/2017,5:00:02 PM,Eastern Standard Time,amazon,"Attention heroes! Claim your next @PlayOverwatch @TwitchPrime loot drop, featuring 5 loot boxes! Share what you got!  http://amzn.to/2vBKxya  pic.twitter.com/f1XAjSZRGS",9,27,64,
8.95682E+17,10/08/2017,4:22:27 PM,Eastern Standard Time,amazon,@MetalliTwit Expecting you to go back to the store for a box of cereal would be oatlandish!,1,0,2,
8.95682E+17,10/08/2017,4:22:00 PM,Eastern Standard Time,amazon,"@keglaser <Emoji: Musical note> If you're busy and you know it, we can help! <Emoji: Clapping hands sign><Emoji: Clapping hands sign> If you're busy and you know it, we can help! <Emoji: Clapping hands sign><Emoji: Clapping hands sign> <Emoji: Musical note>",0,0,1,
8.95517E+17,09/08/2017,5:29:29 AM,Eastern Standard Time,amazon,"@rosalesjm You're definitely using your Echo correctly! You should also try: ""Tell me a crazy fact"" & ""Tell me a pun.""",0,1,2,
8.95517E+17,09/08/2017,5:27:50 AM,Eastern Standard Time,amazon,"@beckybarber <Emoji: Person raising both hands in celebration> When you're feeling under the weather, we'll be there to help you feel better! <Emoji: Grinning face with smiling eyes>",0,1,1,
8.95517E+17,09/08/2017,5:26:55 AM,Eastern Standard Time,amazon,"@notveasna We just want to take a little time to thank you! Without our customers, none of it would be possible! pic.twitter.com/cG5GnfVeTQ",0,0,0,
8.95514E+17,09/08/2017,5:16:27 AM,Eastern Standard Time,amazon,"@a_mberk They prefer the term ""p-ruff-essional"" and they do look quite fetching! <Emoji: Dog><Emoji: Paw prints>",0,1,7,
8.95514E+17,09/08/2017,5:15:02 AM,Eastern Standard Time,amazon,"@therichgirlnyc With all those orders, your doorstep must look like this! pic.twitter.com/oESpxXa0ye",0,0,1,
8.95434E+17,09/08/2017,11:56:00 PM,Eastern Standard Time,amazon,"@timothybird186 For a cat, it's never your delivery but rather their toy. <Emoji: Grinning face with smiling eyes>",0,1,1,
8.95433E+17,09/08/2017,11:54:53 PM,Eastern Standard Time,amazon,@beckalina Who seems to be winning the battle?,1,0,3,
8.95411E+17,09/08/2017,10:27:27 PM,Eastern Standard Time,amazon,@Carina_Marino Saving on school supplies means more funds for the important things. Like adventures! <Emoji: Passenger ship><Emoji: Airplane><Emoji: Recreational vehicle>,0,1,1,
8.954E+17,09/08/2017,9:43:00 PM,Eastern Standard Time,amazon,@SawyerBullock1 Help to carry them? We got you! <Emoji: Flexed biceps><Emoji: Winking face>,0,0,0,
8.95396E+17,09/08/2017,9:28:31 PM,Eastern Standard Time,amazon,@angschro <Emoji: Multiple musical notes> We just figured out Blue's Clues. We just figured out Blue's Clues. We just figured out Blue's Clues cause we're really smart! <Emoji: Multiple musical notes>,1,1,4,
8.95396E+17,09/08/2017,9:26:00 PM,Eastern Standard Time,amazon,@MrGT425 That sounds like a pretty great way to spend #NationalBookLoversDay!,1,0,1,#NationalBookLoversDay
8.95396E+17,09/08/2017,9:25:39 PM,Eastern Standard Time,amazon,@TanyaHChristian Nice! <Emoji: Smiling face with sunglasses><Emoji: Racing car><Emoji: Package>,0,0,1,
8.95375E+17,09/08/2017,8:04:46 PM,Eastern Standard Time,amazon,"@TanyaHChristian Was it a compact model? What we want to know is, Audi fit all the packages? <Emoji: Thinking face>",1,0,0,
8.95375E+17,09/08/2017,8:04:00 PM,Eastern Standard Time,amazon,"@robleathern Currently, at Rob's house: <Emoji: Musical note><Emoji: Man dancing><Emoji: Multiple musical notes>",0,0,1,
8.95374E+17,09/08/2017,8:00:30 PM,Eastern Standard Time,amazon,@jesslikedugh Food somehow tastes breader when it's been delivered! <Emoji: Bread><Emoji: Smiling face with open mouth and tightly-closed eyes>,0,1,1,
8.95374E+17,09/08/2017,7:58:55 PM,Eastern Standard Time,amazon,@ghetto_gamer92 Happy #NationalBookLoversDay! <Emoji: Books><Emoji: Heavy red heart>,0,0,2,#NationalBookLoversDay
8.95373E+17,09/08/2017,7:56:06 PM,Eastern Standard Time,amazon,@kochgraphics We'd like to make a delivery of our own! Share your shirt size with us here:  http://amzn.to/2hKoFL8 ,1,0,1,
8.95329E+17,09/08/2017,5:00:01 PM,Eastern Standard Time,amazon,It's time for war! @TwitchPrime members can now get 14-day Champion Status & 5 scavenger crates in @ForHonorGame!  http://amzn.to/2vBQdrF  pic.twitter.com/mbGxqKW1mW,3,12,41,
8.95326E+17,09/08/2017,4:47:00 PM,Eastern Standard Time,amazon,@brian_phares Every 6 months? Have you considered shoe repair? It could save your sole! <Emoji: Winking face><Emoji: Athletic shoe>,1,0,1,
8.95307E+17,09/08/2017,3:32:09 PM,Eastern Standard Time,amazon,"@kochgraphics Half way through the week! The levels get harder, though. Keep an eye out for dust devils. <Emoji: Cloud with tornado> Peddle at full speed!",1,0,1,
8.95293E+17,09/08/2017,2:39:33 PM,Eastern Standard Time,amazon,@telltheteacher Those will Gogh well with any outfit! You'll be a #SockStar!,0,0,1,#SockStar
8.95293E+17,09/08/2017,2:37:26 PM,Eastern Standard Time,amazon,"@kochgraphics Did you make sure to avoid RC cars, dogs, and break dancers on your route? <Emoji: Rolled-up newspaper><Emoji: Bicycle>",1,0,1,
8.95287E+17,09/08/2017,2:15:06 PM,Eastern Standard Time,amazon,All packed and ready! #BackToSchool  http://amzn.to/BTSGroceries  pic.twitter.com/9NE6giGB4Z,1,11,44,#BackToSchool
8.95152E+17,08/08/2017,5:15:26 AM,Eastern Standard Time,amazon,"@foodhart_ Meow, were the shoes missing or did this feline Time Traveler have them on?! <Emoji: Cat face> #InternationalCatDay",1,0,1,#InternationalCatDay
8.95131E+17,08/08/2017,3:54:30 AM,Eastern Standard Time,amazon,"@TitanFrenchie We'd call it a pug-shot, but we know you're bulldogs - we promise! <Emoji: Dog face>",1,0,1,
8.95118E+17,08/08/2017,3:01:36 AM,Eastern Standard Time,amazon,@Vegasleprechaun I know you have stuff in here Mom... but TREATS! <Emoji: Dog face>,0,0,0,
8.95103E+17,08/08/2017,2:01:00 AM,Eastern Standard Time,amazon,@nikkidolson It looks like your week is booked! <Emoji: Books>,0,0,0,
8.95054E+17,08/08/2017,10:49:30 PM,Eastern Standard Time,amazon,CAUTION: wearing Vampire teeth during the day may cause increased sensitivity to the sun! <Emoji: Bat>,0,0,3,
8.95052E+17,08/08/2017,10:39:03 PM,Eastern Standard Time,amazon,@STRONGdrew We see you received our #InternationalCatDay Greatest Hits special! It also comes with exclusive lap warming feature. <Emoji: Cat face><Emoji: Heavy red heart>,0,0,6,#InternationalCatDay
8.95051E+17,08/08/2017,10:37:00 PM,Eastern Standard Time,amazon,What's your dance when you receive your packages? http://amzn.to/2fqQ6ZK ,1,1,0,
8.95045E+17,08/08/2017,10:12:14 PM,Eastern Standard Time,amazon,@avrilonthepark We have a confection.... we just ordered our fifth box for this month! <Emoji: Grinning face with smiling eyes> #SurpriseSweets,0,0,0,#SurpriseSweets
8.95042E+17,08/08/2017,10:00:02 PM,Eastern Standard Time,amazon,"Today's your last chance to grab @DoubleFine's Day of the Tentacle Remastered, free with @TwitchPrime!  http://amzn.to/2vjiNeX  pic.twitter.com/4GBhdkC1qJ",5,20,28,
8.95038E+17,08/08/2017,9:43:55 PM,Eastern Standard Time,amazon,"@corrine We lose ourselves in books, we find ourselves there too!",0,0,1,
8.9501E+17,08/08/2017,7:52:00 PM,Eastern Standard Time,amazon,@mrandmrsferret This looks like more fun than the Ferret wheel at the carnival! <Emoji: Ferris wheel>,0,0,1,
8.95E+17,08/08/2017,7:14:00 PM,Eastern Standard Time,amazon,"@JeffNations Update: On the very night of our broadcast, young Jeff slept with the lights on. <Emoji: Electric light bulb>",0,1,3,
8.94997E+17,08/08/2017,7:00:01 PM,Eastern Standard Time,amazon,"Show off your Twitch Pride with the @lawbreakers Bleed Purple back, now available for @TwitchPrime members!  http://amzn.to/2vjfMeM  pic.twitter.com/5S8e5Cciej",5,5,23,
8.9499E+17,08/08/2017,6:35:28 PM,Eastern Standard Time,amazon,"@MrsMummypennyUK We're sure this wasn't plant out. Unless, of course, he doesn't carrot all to eat veggies.",1,0,1,
8.9499E+17,08/08/2017,6:34:32 PM,Eastern Standard Time,amazon,@Bo_Boswell Alexa will never Lego of you! No Kragle needed. <Emoji: Smiling face with smiling eyes>,0,0,0,
8.94957E+17,08/08/2017,4:22:08 PM,Eastern Standard Time,amazon,@mackenzieelise_ Sounds like you're trying to perfect each others craft in craft making. We'd love to see the art you two make! <Emoji: Lower left paintbrush><Emoji: Lower left crayon>,0,0,1,
8.94954E+17,08/08/2017,4:11:54 PM,Eastern Standard Time,amazon,"@Allycattttttt Do you love us for us, or just for the Prime Shipping? <Emoji: Winking face> Either way, we're head over heels for you! <Emoji: Heavy red heart>",1,0,4,
8.94936E+17,08/08/2017,3:00:01 PM,Eastern Standard Time,amazon,Today only: we're sharing awesome August deals starting at 11am ET. Watch & save now!  http://amzn.to/2vIKBMI  pic.twitter.com/myEe7wjGVD,6,14,36,
8.94935E+17,08/08/2017,2:54:52 PM,Eastern Standard Time,amazon,@BenWinslow This choice is really going to depend on the rest of the ensemble you have planned. <Emoji: Winking face>,0,0,4,
8.94792E+17,07/08/2017,5:25:55 AM,Eastern Standard Time,amazon,@graceon2lftfeet Glad to see you found your keys! <Emoji: Grinning face with smiling eyes><Emoji: Musical keyboard> What's your favorite tune to play? <Emoji: Musical note>,0,0,0,
8.94778E+17,07/08/2017,4:29:28 AM,Eastern Standard Time,amazon,"@Tyler_Renee_ Did you not see the catvertisement? Buy anything from Amazon, get a free cat! <Emoji: Cat face><Emoji: Grinning cat face with smiling eyes>",0,1,1,
8.94764E+17,07/08/2017,3:36:00 AM,Eastern Standard Time,amazon,"@AmandaSowa1 Did you really stumble upon him, or did he sneak up on you? <Emoji: Thinking face> It's okay if he did, we know his methods. <Emoji: Winking face>",0,0,0,
8.94763E+17,07/08/2017,3:33:00 AM,Eastern Standard Time,amazon,@tianicole101 Thank you for being so school! <Emoji: Thumbs up sign> <Emoji: Smiling face with sunglasses>  What class are you looking forward to this semester?,0,0,0,
8.94723E+17,07/08/2017,12:53:01 AM,Eastern Standard Time,amazon,@katespartero Woohoo! <Emoji: Smiling face with smiling eyes><Emoji: Package> pic.twitter.com/TXzQ6vDPHc,0,0,2,
8.94723E+17,07/08/2017,12:51:27 AM,Eastern Standard Time,amazon,@magicalwife Everybunny here is quite peculiar!,1,0,0,
8.94714E+17,07/08/2017,12:15:33 AM,Eastern Standard Time,amazon,@savisky_jacob We're not kitten around when we say we have your every day essentials! <Emoji: Cat face>,0,0,1,
8.94703E+17,07/08/2017,11:33:28 PM,Eastern Standard Time,amazon,@MattRJClifford He's the best in the world at what he does! Which figure is better though: Lego or Pop!?,0,0,0,
8.94703E+17,07/08/2017,11:33:28 PM,Eastern Standard Time,amazon,@Texasotome We're glad to provide an ex-Japan-sion in shipping! What's your favorite item you received? <Emoji: Grinning face with smiling eyes>,0,0,0,
8.94697E+17,07/08/2017,11:07:59 PM,Eastern Standard Time,amazon,@Jolene911 That's only because you're such a catch! <Emoji: Baseball> <Emoji: Grinning face with smiling eyes>,0,0,0,
8.94696E+17,07/08/2017,11:04:26 PM,Eastern Standard Time,amazon,"@magicalwife Sorry, we can't tell. It's a se-carrot! <Emoji: Carrot><Emoji: Carrot>",1,0,0,
8.94677E+17,07/08/2017,9:50:01 PM,Eastern Standard Time,amazon,"Large prints and wall décor from #AmazonPrints. Buy one, get one free through Aug 17.  http://bit.ly/amznprint  pic.twitter.com/8oeHrknRZ0",6,17,53,#AmazonPrints
8.94676E+17,07/08/2017,9:47:30 PM,Eastern Standard Time,amazon,@magicalwife We want to hopgrade that! Send your details here for a wabbit surprise:  http://amzn.to/2hDmGbp ,1,0,0,
8.94676E+17,07/08/2017,9:47:00 PM,Eastern Standard Time,amazon,@coreypatterson Yay! We hope Alexa gives you a warm welcome! Make sure to check out Super Alexa mode: <Emoji: Upwards arrow><Emoji: Upwards arrow><Emoji: Downwards arrow><Emoji: Downwards arrow><Emoji: Leftwards arrow><Emoji: Rightwards arrow><Emoji: Leftwards arrow><Emoji: Rightwards arrow> <Emoji: Negative squared latin capital letter b><Emoji: Negative squared latin capital letter a>+Start. <Emoji: Video game><Emoji: Joystick>,0,0,0,
8.94665E+17,07/08/2017,9:02:13 PM,Eastern Standard Time,amazon,@jjkallday We hope you become a fan of this one! <Emoji: Winking face>,0,0,1,
8.94653E+17,07/08/2017,8:13:00 PM,Eastern Standard Time,amazon,@magicalwife We're happy to be there for you! We hear Ridley is rather fond of us too. <Emoji: Rabbit><Emoji: Grinning face with smiling eyes><Emoji: Rabbit face>,1,0,0,
8.94651E+17,07/08/2017,8:05:00 PM,Eastern Standard Time,amazon,"@zombiedrea I suppose you could say the speaker was motivated. Or perhaps, a motivational speaker. <Emoji: Delivery truck><Emoji: Speaker><Emoji: Speaker with one sound wave><Emoji: Speaker with one sound wave>",0,0,2,
8.9465E+17,07/08/2017,8:01:25 PM,Eastern Standard Time,amazon,@MorganLeni We do believe it was that scoundrel Professor Plum in the kitchen with the candlestick. <Emoji: Left-pointing magnifying glass><Emoji: Candle><Emoji: Hushed face>,1,0,0,
8.94631E+17,07/08/2017,6:47:00 PM,Eastern Standard Time,amazon,"@karldelahaye Welp, touché Karl, touché. <Emoji: Thinking face>",0,0,1,
8.94626E+17,07/08/2017,6:26:27 PM,Eastern Standard Time,amazon,"@LetsJustBeFoes Back off, man. We're scientists. <Emoji: Ghost><Emoji: Ghost>",0,0,1,
8.94624E+17,07/08/2017,6:17:33 PM,Eastern Standard Time,amazon,@AmandaRupeck Looks like she does not lack a knack for snacks! Which are we ripping open first? <Emoji: Drooling face> #SnacksOnSnacksOnSnacks,1,1,1,#SnacksOnSnacksOnSnacks
8.94623E+17,07/08/2017,6:17:00 PM,Eastern Standard Time,amazon,"@homegirl_flexin We're glad to be a part of your penny saved, is a penny earned! Enjoy your purchase!",1,0,1,
8.9462E+17,07/08/2017,6:02:37 PM,Eastern Standard Time,amazon,@LittlebitNicole Please tell us there's a double-decker couch in your future?!? <Emoji: Couch and lamp><Emoji: Couch and lamp>,1,0,0,
8.94612E+17,07/08/2017,5:32:55 PM,Eastern Standard Time,amazon,@WelshDemoness We see that you like horror movies. Here are some horror movies that are included with Prime:  http://amzn.to/2vxnLYb ,1,0,1,
8.9461E+17,07/08/2017,5:25:30 PM,Eastern Standard Time,amazon,@SilverLining___ Adulting just got a WHOLE lot easier! It is true though. We use our Freshio Delivereo spell to make this happen.,0,0,0,
8.94607E+17,07/08/2017,5:13:38 PM,Eastern Standard Time,amazon,Incoming! Get a @PlayOverwatch Golden Loot Box w/ at least 1 Legendary item inside! Get before offer ends on 8/10!  http://amzn.to/2vxro04  pic.twitter.com/CN7S6IYBy0,9,43,74,
8.94591E+17,07/08/2017,4:09:31 PM,Eastern Standard Time,amazon,@TheDPud We'll put the blame on our shelfs. <Emoji: Face savouring delicious food>,1,0,1,
8.94587E+17,07/08/2017,3:53:31 PM,Eastern Standard Time,amazon,@MeganAnnDesigns You know how we know you're a good artist? We're certain you can draw a crowd. <Emoji: Lower left paintbrush><Emoji: Smiling face with smiling eyes>,0,1,1,
8.94583E+17,07/08/2017,3:38:00 PM,Eastern Standard Time,amazon,@JIanClark Coming through like Luis Gonzalez in the 2001 World Series <Emoji: Grinning face with smiling eyes><Emoji: Baseball><Emoji: Winking face>,1,1,3,
8.94583E+17,07/08/2017,3:36:27 PM,Eastern Standard Time,amazon,@TheDPud Thanks for being part of the family! Sounds like your time has been booked... for quite some time. <Emoji: Books><Emoji: Grinning face with smiling eyes>,1,0,1,
8.94583E+17,07/08/2017,3:36:00 PM,Eastern Standard Time,amazon,"@ZebraOrphans Next stop, the 2020 Olympics <Emoji: Weight lifter><Emoji: Grinning face with smiling eyes><Emoji: Bicyclist>",0,0,0,
8.94569E+17,07/08/2017,2:40:00 PM,Eastern Standard Time,amazon,@CarolinePalmer Congratulations on the new little one and welcome back! <Emoji: Baby bottle><Emoji: Grinning face with smiling eyes>,0,0,2,
8.94426E+17,06/08/2017,5:11:55 AM,Eastern Standard Time,amazon,@JWKintheUSA Awesome to hear! <Emoji: Grinning face with smiling eyes> Did you get anything fun?,0,0,1,
8.94425E+17,06/08/2017,5:08:29 AM,Eastern Standard Time,amazon,@CampbellsKiddos What a wonderful surprise! <Emoji: Smiling face with smiling eyes> The Hole Story of the Doughnut? Tell us more!,1,0,2,
8.94425E+17,06/08/2017,5:07:00 AM,Eastern Standard Time,amazon,@HalieMiller5 You've got quite a pile going! What about this school year are you looking forward to most? <Emoji: Red apple>,0,0,0,
8.94424E+17,06/08/2017,5:06:29 AM,Eastern Standard Time,amazon,@Maggie_MKenzie These options open up so many Gryffindors! All you need now are some Bertie Botts Every Flavour Beans and a chocolate frog!<Emoji: Grinning face with smiling eyes>,0,0,1,
8.94424E+17,06/08/2017,5:04:31 AM,Eastern Standard Time,amazon,@Me_i_Mo What would be your first stop? Really think outside the box. <Emoji: Package><Emoji: Smiling face with smiling eyes>,1,0,1,
8.94367E+17,06/08/2017,1:16:33 AM,Eastern Standard Time,amazon,@brian_womack That's some fine craftsmanship right there! Good work! <Emoji: Thumbs up sign><Emoji: Hammer><Emoji: Scissors>,0,0,0,
8.94348E+17,06/08/2017,12:04:01 AM,Eastern Standard Time,amazon,"@Taidertotz No trees?! You might want to check this out, just swayin' <Emoji: Winking face>:  http://amzn.to/2vDU07v  pic.twitter.com/K1wONk8DOw",0,1,3,
8.94329E+17,06/08/2017,10:47:27 PM,Eastern Standard Time,amazon,@asthehosptuRNs Batgirl always has the fun gadgets! <Emoji: Bat>,1,0,1,
8.94245E+17,06/08/2017,5:13:00 PM,Eastern Standard Time,amazon,@poopbird Gift bags have also been known as cat magnets! The attraction is real!,0,1,1,
8.9397E+17,05/08/2017,11:01:03 PM,Eastern Standard Time,amazon,A toy-industry veteran tackles a new venture in smartphone camera gear. Become an entrepreneur on Amazon today:  http://amzn.to/stories  pic.twitter.com/GmvQqkS5LJ,13,19,64,
8.93819E+17,05/08/2017,1:00:01 PM,Eastern Standard Time,amazon,It's hard to not be all smiles when you're eating pancakes:  http://amzn.to/2vzMDyI  pic.twitter.com/D4NusWGqZF,12,30,130,
8.93608E+17,04/08/2017,11:00:59 PM,Eastern Standard Time,amazon,"Toys are fun, but gadgets are better. Here’s one way to shoot for a new career. Become an entrepreneur on Amazon:  http://amzn.to/stories  pic.twitter.com/5oyBm7hDW8",6,27,62,
8.93603E+17,04/08/2017,10:41:49 PM,Eastern Standard Time,amazon,"We have the winners! Fall’s standouts for all skin tones, complexion types, & hair textures #oprahbeautyonamazon  http://amzn.to/2vAMACZ  pic.twitter.com/ZbYWFXoeCJ",7,14,36,#oprahbeautyonamazon
8.93555E+17,04/08/2017,7:30:01 PM,Eastern Standard Time,amazon,Three words: rodeo pool party  http://amzn.to/2vzUJHS  pic.twitter.com/cssGnqZ68Z,14,15,68,
8.93532E+17,04/08/2017,6:00:00 PM,Eastern Standard Time,amazon,@clawest A fan of a fan of a fan? We need to go deeper. #Fanception <Emoji: Thinking face>,0,1,2,#Fanception
8.93532E+17,04/08/2017,5:59:32 PM,Eastern Standard Time,amazon,@joewe_ Look at those eyes! <Emoji: Smiling cat face with heart-shaped eyes> What a purr-fect feline!,0,0,0,
8.93525E+17,04/08/2017,5:30:41 PM,Eastern Standard Time,amazon,"Yep, now your cat can enjoy squeeze up treats, too:  http://amzn.to/2vA4cP8  pic.twitter.com/sKy5rJCNmZ",11,27,89,
